Timestamp,SerialNumber,Watts,MaxWatts,DailyMaxWatts,LastReportDate
2025-08-07 08:07:45,Panel_1,10,295,10,1754568165
2025-08-07 08:07:45,Panel_2,15,296,15,1754568106
2025-08-07 08:07:45,Panel_3,10,279,10,1754568347
2025-08-07 08:07:45,Panel_4,17,297,17,1754568377
2025-08-07 08:07:45,Panel_5,16,297,16,1754568078
2025-08-07 08:07:45,Panel_6,12,296,12,1754568348
2025-08-07 08:07:45,Panel_7,13,278,13,1754568351
2025-08-07 08:07:45,Panel_8,18,297,18,1754568377
2025-08-07 08:07:45,Panel_9,16,296,16,1754568286
2025-08-07 08:07:45,Panel_10,14,285,14,1754568257
2025-08-07 08:07:45,Panel_11,10,171,10,1754568197
2025-08-07 08:07:45,Panel_12,13,296,13,1754568351
2025-08-07 08:07:45,Panel_13,13,296,13,1754568288
2025-08-07 08:07:45,Panel_14,12,241,12,1754568353
2025-08-07 08:07:45,Panel_15,12,296,12,1754568081
2025-08-07 08:07:45,Panel_16,11,294,11,1754568081
2025-08-07 08:07:45,Panel_17,9,249,9,1754568138
2025-08-07 08:07:45,Panel_18,17,297,17,1754568109
2025-08-07 08:07:45,Panel_19,14,292,14,1754568290
2025-08-07 08:07:45,Panel_20,17,297,17,1754568109
2025-08-07 08:07:45,Panel_21,15,296,15,1754568171
2025-08-07 08:07:45,Panel_22,15,296,15,1754568318
2025-08-07 08:08:00,Panel_5,17,297,17,1754568407
2025-08-07 08:08:00,Panel_15,13,296,13,1754568409
2025-08-07 08:08:00,Panel_16,13,294,13,1754568409
2025-08-07 08:08:31,Panel_2,16,296,16,1754568436
2025-08-07 08:08:31,Panel_18,18,297,18,1754568441
2025-08-07 08:08:31,Panel_20,19,297,19,1754568441
2025-08-07 08:09:01,Panel_17,9,249,9,1754568467
2025-08-07 08:09:31,Panel_1,11,295,11,1754568496
2025-08-07 08:09:31,Panel_21,16,296,16,1754568500
2025-08-07 08:09:46,Panel_11,11,171,11,1754568528
2025-08-07 08:10:46,Panel_10,15,285,15,1754568587
2025-08-07 08:11:32,Panel_9,16,296,16,1754568619
2025-08-07 08:11:32,Panel_13,14,296,14,1754568621
2025-08-07 08:11:32,Panel_19,14,292,14,1754568624
2025-08-07 08:11:47,Panel_22,15,296,15,1754568649
2025-08-07 08:12:32,Panel_3,11,279,11,1754568677
2025-08-07 08:12:32,Panel_6,12,296,12,1754568677
2025-08-07 08:12:32,Panel_7,13,278,13,1754568679
2025-08-07 08:12:32,Panel_12,14,296,14,1754568679
2025-08-07 08:12:32,Panel_14,13,241,13,1754568681
2025-08-07 08:12:47,Panel_4,17,297,17,1754568707
2025-08-07 08:12:47,Panel_8,18,297,18,1754568709
2025-08-07 08:13:33,Panel_5,18,297,18,1754568736
2025-08-07 08:13:33,Panel_15,14,296,14,1754568740
2025-08-07 08:13:33,Panel_16,13,294,13,1754568740
2025-08-07 08:13:48,Panel_2,17,296,17,1754568767
2025-08-07 08:13:48,Panel_18,18,297,18,1754568769
2025-08-07 08:13:48,Panel_20,19,297,19,1754568769
2025-08-07 08:14:33,Panel_17,10,249,10,1754568802
2025-08-07 08:15:03,Panel_1,12,295,12,1754568827
2025-08-07 08:15:03,Panel_21,16,296,16,1754568830
2025-08-07 08:15:33,Panel_11,11,171,11,1754568860
2025-08-07 08:16:34,Panel_10,15,285,15,1754568919
2025-08-07 08:17:04,Panel_9,17,296,17,1754568949
2025-08-07 08:17:04,Panel_13,14,296,14,1754568949
2025-08-07 08:17:04,Panel_19,15,292,15,1754568952
