Timestamp,SerialNumber,Watts,MaxWatts,DailyMaxWatts,LastReportDate
2025-08-14 07:40:24,Panel_1,7,295,7,1755171539
2025-08-14 07:40:24,Panel_2,11,296,11,1755171390
2025-08-14 07:40:24,Panel_3,7,279,7,1755171272
2025-08-14 07:40:24,Panel_4,11,297,11,1755171511
2025-08-14 07:40:24,Panel_5,12,297,12,1755171481
2025-08-14 07:40:24,Panel_6,8,296,8,1755171330
2025-08-14 07:40:24,Panel_7,9,278,9,1755171483
2025-08-14 07:40:24,Panel_8,12,297,12,1755171484
2025-08-14 07:40:24,Panel_9,10,296,10,1755171333
2025-08-14 07:40:24,Panel_10,10,285,10,1755171277
2025-08-14 07:40:24,Panel_11,7,171,7,1755171574
2025-08-14 07:40:24,Panel_12,9,296,9,1755171454
2025-08-14 07:40:24,Panel_13,9,296,9,1755171398
2025-08-14 07:40:24,Panel_14,9,241,9,1755171457
2025-08-14 07:40:24,Panel_15,8,296,8,1755171458
2025-08-14 07:40:24,Panel_16,8,294,8,1755171491
2025-08-14 07:40:24,Panel_17,6,249,6,1755171580
2025-08-14 07:40:24,Panel_18,12,297,12,1755171461
2025-08-14 07:40:24,Panel_19,10,292,10,1755171369
2025-08-14 07:40:24,Panel_20,13,297,13,1755171463
2025-08-14 07:40:24,Panel_21,11,296,11,1755171311
2025-08-14 07:40:24,Panel_22,9,296,9,1755171343
2025-08-14 07:40:40,Panel_3,7,279,7,1755171602
2025-08-14 07:40:40,Panel_10,10,285,10,1755171606
2025-08-14 07:41:10,Panel_21,11,296,11,1755171640
2025-08-14 07:41:40,Panel_6,8,296,8,1755171663
2025-08-14 07:41:40,Panel_9,10,296,10,1755171664
2025-08-14 07:41:40,Panel_22,10,296,10,1755171674
2025-08-14 07:41:55,Panel_19,10,292,10,1755171700
2025-08-14 07:42:40,Panel_2,12,296,12,1755171721
2025-08-14 07:42:40,Panel_13,9,296,9,1755171728
2025-08-14 07:43:41,Panel_12,9,296,9,1755171786
2025-08-14 07:43:41,Panel_14,9,241,9,1755171789
2025-08-14 07:43:41,Panel_15,9,296,9,1755171791
2025-08-14 07:43:41,Panel_18,13,297,13,1755171793
2025-08-14 07:43:41,Panel_20,13,297,13,1755171797
2025-08-14 07:44:36,Panel_4,12,297,12,1755171842
2025-08-14 07:44:36,Panel_5,13,297,13,1755171813
2025-08-14 07:44:36,Panel_7,10,278,10,1755171815
2025-08-14 07:44:36,Panel_8,13,297,13,1755171818
2025-08-14 07:44:36,Panel_16,9,294,9,1755171823
2025-08-14 07:45:06,Panel_1,8,295,8,1755171870
2025-08-14 07:45:36,Panel_11,8,171,8,1755171906
2025-08-14 07:45:36,Panel_17,7,249,7,1755171911
2025-08-14 07:46:06,Panel_3,7,279,7,1755171932
2025-08-14 07:46:06,Panel_10,11,285,11,1755171936
2025-08-14 07:46:37,Panel_21,12,296,12,1755171972
2025-08-14 07:47:07,Panel_6,8,296,8,1755171993
2025-08-14 07:47:07,Panel_9,11,296,11,1755171995
2025-08-14 07:47:07,Panel_22,10,296,10,1755172006
2025-08-14 07:47:37,Panel_19,11,292,11,1755172032
2025-08-14 07:48:29,Panel_2,12,296,12,1755172051
2025-08-14 07:48:29,Panel_13,10,296,10,1755172057
2025-08-14 07:49:00,Panel_12,10,296,10,1755172116
2025-08-14 07:49:00,Panel_14,10,241,10,1755172119
2025-08-14 07:49:00,Panel_15,9,296,9,1755172120
2025-08-14 07:49:00,Panel_18,13,297,13,1755172122
2025-08-14 07:49:00,Panel_20,14,297,14,1755172124
2025-08-14 07:49:45,Panel_5,13,297,13,1755172142
2025-08-14 07:49:45,Panel_7,10,278,10,1755172144
2025-08-14 07:49:45,Panel_8,14,297,14,1755172146
2025-08-14 07:49:45,Panel_16,9,294,9,1755172157
2025-08-14 07:50:00,Panel_4,13,297,13,1755172175
2025-08-14 07:50:30,Panel_1,8,295,8,1755172202
2025-08-14 07:51:00,Panel_11,9,171,9,1755172236
2025-08-14 07:51:00,Panel_17,7,249,7,1755172241
2025-08-14 07:51:31,Panel_3,8,279,8,1755172263
2025-08-14 07:51:31,Panel_10,12,285,12,1755172266
2025-08-14 07:52:01,Panel_21,13,296,13,1755172299
2025-08-14 07:52:31,Panel_6,10,296,10,1755172325
2025-08-14 07:52:31,Panel_9,12,296,12,1755172325
2025-08-14 07:52:31,Panel_22,11,296,11,1755172331
2025-08-14 07:53:01,Panel_19,12,292,12,1755172360
2025-08-14 07:53:31,Panel_2,14,296,14,1755172383
2025-08-14 07:53:31,Panel_13,11,296,11,1755172388
2025-08-14 07:54:32,Panel_12,11,296,11,1755172446
2025-08-14 07:54:32,Panel_14,12,241,12,1755172447
2025-08-14 07:54:32,Panel_15,11,296,11,1755172447
2025-08-14 07:54:32,Panel_18,15,297,15,1755172449
2025-08-14 07:54:32,Panel_20,16,297,16,1755172450
2025-08-14 07:55:02,Panel_5,16,297,16,1755172474
2025-08-14 07:55:02,Panel_7,12,278,12,1755172475
2025-08-14 07:55:02,Panel_8,16,297,16,1755172477
2025-08-14 07:55:02,Panel_16,11,294,11,1755172479
2025-08-14 07:55:32,Panel_4,15,297,15,1755172504
2025-08-14 07:56:02,Panel_1,10,295,10,1755172533
2025-08-14 07:56:33,Panel_11,11,171,11,1755172564
2025-08-14 07:56:33,Panel_17,9,249,9,1755172564
2025-08-14 07:57:03,Panel_3,9,279,9,1755172594
2025-08-14 07:57:03,Panel_10,15,285,15,1755172595
2025-08-14 07:57:18,Panel_21,15,296,15,1755172625
2025-08-14 07:58:03,Panel_6,11,296,11,1755172655
2025-08-14 07:58:03,Panel_9,14,296,14,1755172654
2025-08-14 07:58:03,Panel_22,14,296,14,1755172657
2025-08-14 07:58:33,Panel_19,14,292,14,1755172689
