Timestamp,Production_W,Consumption_W,Net_W,PanelTotal_W
2025-08-07 08:07:45,268,590,-322,299
2025-08-07 08:08:00,289,555,-267,303
2025-08-07 08:08:16,295,585,-290,303
2025-08-07 08:08:31,285,545,-260,307
2025-08-07 08:08:46,304,555,-251,307
2025-08-07 08:09:01,318,625,-307,307
2025-08-07 08:09:16,314,806,-492,307
2025-08-07 08:09:31,335,2399,-2064,309
2025-08-07 08:09:46,334,2315,-1981,310
2025-08-07 08:10:01,335,2304,-1970,310
2025-08-07 08:10:16,303,2322,-2019,310
2025-08-07 08:10:31,326,744,-418,310
2025-08-07 08:10:46,318,781,-463,311
2025-08-07 08:11:02,320,726,-406,311
2025-08-07 08:11:17,314,712,-398,311
2025-08-07 08:11:32,301,701,-400,312
2025-08-07 08:11:47,324,742,-418,312
2025-08-07 08:12:02,297,741,-444,312
2025-08-07 08:12:17,323,776,-453,312
2025-08-07 08:12:32,287,758,-472,315
2025-08-07 08:12:47,266,723,-456,315
2025-08-07 08:13:03,267,733,-467,315
2025-08-07 08:13:18,271,736,-465,315
2025-08-07 08:13:33,297,720,-422,317
2025-08-07 08:13:48,346,741,-395,318
2025-08-07 08:14:03,308,734,-426,318
2025-08-07 08:14:18,310,699,-389,318
2025-08-07 08:14:33,288,692,-404,319
2025-08-07 08:14:48,315,730,-415,319
2025-08-07 08:15:03,315,731,-416,320
2025-08-07 08:15:18,307,714,-407,320
2025-08-07 08:15:33,326,726,-399,320
2025-08-07 08:15:48,337,754,-417,320
2025-08-07 08:16:04,334,729,-396,320
2025-08-07 08:16:19,310,712,-401,320
2025-08-07 08:16:34,298,712,-415,320
2025-08-07 08:16:49,318,701,-383,320
2025-08-07 08:17:04,305,730,-425,322
2025-08-07 08:17:19,305,725,-421,322
2025-08-07 08:17:34,324,746,-422,322
2025-08-07 08:17:49,302,784,-482,322
2025-08-07 08:18:05,336,806,-470,322
2025-08-07 08:18:20,322,813,-490,324
2025-08-07 08:18:35,335,801,-466,324
2025-08-07 08:18:50,284,723,-440,324
2025-08-07 08:19:05,326,757,-431,324
2025-08-07 08:19:20,297,727,-430,324
2025-08-07 08:19:35,296,728,-432,326
2025-08-07 08:19:50,315,730,-414,326
2025-08-07 08:20:05,301,728,-426,326
2025-08-07 08:20:20,312,765,-453,326
2025-08-07 08:20:35,299,749,-451,326
2025-08-07 08:20:51,313,714,-401,326
2025-08-07 08:21:06,338,718,-380,326
2025-08-07 08:21:21,369,746,-377,326
2025-08-07 08:21:36,379,733,-354,326
2025-08-07 08:21:51,388,718,-330,326
2025-08-07 08:22:06,363,713,-350,326
2025-08-07 08:22:21,347,723,-376,327
2025-08-07 08:22:36,334,722,-388,327
2025-08-07 08:22:51,316,727,-412,328
2025-08-07 08:23:06,322,757,-435,328
2025-08-07 08:23:21,333,727,-394,329
2025-08-07 08:23:37,336,720,-383,329
2025-08-07 08:23:52,309,687,-378,330
2025-08-07 08:24:07,336,706,-371,330
2025-08-07 08:24:22,295,690,-395,333
2025-08-07 08:24:37,330,695,-365,333
2025-08-07 08:24:52,302,690,-388,333
2025-08-07 08:25:07,320,734,-414,333
2025-08-07 08:25:22,313,700,-387,334
2025-08-07 08:25:37,311,724,-413,334
2025-08-07 08:25:53,317,712,-395,335
2025-08-07 08:26:08,309,736,-427,335
2025-08-07 08:26:23,300,730,-430,335
2025-08-07 08:26:38,299,758,-459,335
2025-08-07 08:26:53,321,770,-449,335
2025-08-07 08:27:08,308,738,-430,335
2025-08-07 08:27:23,309,686,-377,336
2025-08-07 08:27:38,330,719,-389,336
2025-08-07 08:27:53,329,784,-454,336
2025-08-07 08:28:08,348,766,-419,336
2025-08-07 08:28:24,342,737,-396,336
2025-08-07 08:28:39,357,746,-390,336
2025-08-07 08:28:54,384,730,-346,338
2025-08-07 08:29:09,357,690,-333,338
2025-08-07 08:29:24,384,712,-328,338
2025-08-07 08:29:39,323,699,-376,338
2025-08-07 08:29:54,351,707,-356,338
2025-08-07 08:30:09,340,731,-390,338
2025-08-07 08:30:24,345,734,-389,341
2025-08-07 08:30:39,346,703,-357,341
2025-08-07 08:30:55,342,676,-334,341
2025-08-07 08:31:10,358,692,-334,341
2025-08-07 08:31:25,350,687,-337,343
2025-08-07 08:31:40,357,686,-329,343
2025-08-07 08:31:55,345,703,-358,344
2025-08-07 08:32:10,336,698,-362,344
2025-08-07 08:32:25,348,721,-373,344
2025-08-07 08:32:40,353,725,-372,344
2025-08-07 08:32:55,348,731,-382,344
2025-08-07 08:33:10,330,678,-347,344
2025-08-07 08:33:26,351,670,-319,348
2025-08-07 08:33:41,335,742,-407,348
2025-08-07 08:33:56,329,733,-405,349
2025-08-07 08:34:11,341,686,-345,349
2025-08-07 08:34:26,359,763,-403,351
2025-08-07 08:34:41,346,726,-380,351
2025-08-07 08:34:56,361,746,-385,352
2025-08-07 08:35:11,360,733,-373,352
2025-08-07 08:35:26,344,772,-427,353
2025-08-07 08:35:41,348,769,-421,353
2025-08-07 08:35:57,341,714,-373,353
2025-08-07 08:36:12,325,721,-395,353
2025-08-07 08:36:27,328,707,-379,353
2025-08-07 08:36:42,337,681,-344,353
2025-08-07 08:36:57,355,709,-354,353
2025-08-07 08:37:12,340,737,-397,353
2025-08-07 08:37:27,350,720,-369,353
2025-08-07 08:37:42,352,717,-365,353
2025-08-07 08:37:57,350,693,-343,353
2025-08-07 08:38:13,341,610,-268,353
