Timestamp,SerialNumber,Watts,MaxWatts,DailyMaxWatts,LastReportDate
2025-08-11 07:49:06,Panel_1,10,295,10,1754912803
2025-08-11 07:49:06,Panel_2,13,296,13,1754912774
2025-08-11 07:49:06,Panel_3,8,279,8,1754912805
2025-08-11 07:49:06,Panel_4,14,297,14,1754912654
2025-08-11 07:49:06,Panel_5,14,297,14,1754912925
2025-08-11 07:49:06,Panel_6,10,296,10,1754912775
2025-08-11 07:49:06,Panel_7,10,278,10,1754912776
2025-08-11 07:49:06,Panel_8,14,297,14,1754912927
2025-08-11 07:49:06,Panel_9,13,296,13,1754912744
2025-08-11 07:49:06,Panel_10,12,285,12,1754912745
2025-08-11 07:49:06,Panel_11,8,171,8,1754912684
2025-08-11 07:49:06,Panel_12,11,296,11,1754912746
2025-08-11 07:49:06,Panel_13,12,296,12,1754912747
2025-08-11 07:49:06,Panel_14,9,241,9,1754912835
2025-08-11 07:49:06,Panel_15,11,296,11,1754912748
2025-08-11 07:49:06,Panel_16,10,294,10,1754912810
2025-08-11 07:49:06,Panel_17,7,249,7,1754912625
2025-08-11 07:49:06,Panel_18,15,297,15,1754912686
2025-08-11 07:49:06,Panel_19,11,292,11,1754912838
2025-08-11 07:49:06,Panel_20,15,297,15,1754912931
2025-08-11 07:49:06,Panel_21,13,296,13,1754912750
2025-08-11 07:49:06,Panel_22,12,296,12,1754912716
2025-08-11 07:49:37,Panel_17,7,249,7,1754912959
2025-08-11 07:50:07,Panel_4,13,297,14,1754912985
2025-08-11 07:50:37,Panel_11,8,171,8,1754913016
2025-08-11 07:50:37,Panel_18,14,297,15,1754913018
2025-08-11 07:51:07,Panel_22,12,296,12,1754913048
2025-08-11 07:51:37,Panel_9,12,296,13,1754913075
2025-08-11 07:51:37,Panel_10,12,285,12,1754913075
2025-08-11 07:51:37,Panel_12,11,296,11,1754913077
2025-08-11 07:51:37,Panel_13,11,296,12,1754913078
2025-08-11 07:51:37,Panel_15,11,296,11,1754913079
2025-08-11 07:51:37,Panel_21,13,296,13,1754913080
2025-08-11 07:52:07,Panel_2,13,296,13,1754913104
2025-08-11 07:52:07,Panel_6,10,296,10,1754913105
2025-08-11 07:52:07,Panel_7,10,278,10,1754913106
2025-08-11 07:52:38,Panel_1,10,295,10,1754913134
2025-08-11 07:52:38,Panel_3,8,279,8,1754913135
2025-08-11 07:52:38,Panel_16,10,294,10,1754913138
2025-08-11 07:53:08,Panel_14,10,241,10,1754913166
2025-08-11 07:53:08,Panel_19,11,292,11,1754913169
2025-08-11 07:54:39,Panel_5,15,297,15,1754913256
2025-08-11 07:54:39,Panel_8,15,297,15,1754913256
2025-08-11 07:54:39,Panel_20,15,297,15,1754913259
2025-08-11 07:54:54,Panel_17,8,249,8,1754913286
2025-08-11 07:55:24,Panel_4,14,297,14,1754913316
2025-08-11 07:56:09,Panel_11,8,171,8,1754913346
2025-08-11 07:56:09,Panel_18,15,297,15,1754913348
2025-08-11 07:56:25,Panel_22,13,296,13,1754913377
2025-08-11 07:57:10,Panel_9,13,296,13,1754913411
2025-08-11 07:57:10,Panel_10,12,285,12,1754913412
2025-08-11 07:57:10,Panel_12,12,296,12,1754913415
2025-08-11 07:57:10,Panel_13,12,296,12,1754913415
2025-08-11 07:57:10,Panel_15,12,296,12,1754913416
2025-08-11 07:57:10,Panel_21,13,296,13,1754913419
2025-08-11 07:57:40,Panel_2,14,296,14,1754913435
2025-08-11 07:57:40,Panel_6,11,296,11,1754913436
2025-08-11 07:57:40,Panel_7,11,278,11,1754913437
2025-08-11 07:58:10,Panel_1,10,295,10,1754913465
2025-08-11 07:58:10,Panel_3,9,279,9,1754913468
2025-08-11 07:58:10,Panel_16,11,294,11,1754913474
2025-08-11 07:58:40,Panel_14,10,241,10,1754913498
2025-08-11 07:58:40,Panel_19,12,292,12,1754913503
2025-08-11 07:59:56,Panel_5,16,297,16,1754913587
2025-08-11 07:59:56,Panel_8,17,297,17,1754913586
2025-08-11 07:59:56,Panel_20,17,297,17,1754913589
2025-08-11 08:00:26,Panel_17,8,249,8,1754913617
2025-08-11 08:00:56,Panel_4,15,297,15,1754913646
2025-08-11 08:01:26,Panel_11,9,171,9,1754913676
2025-08-11 08:01:26,Panel_18,16,297,16,1754913678
2025-08-11 08:01:56,Panel_22,14,296,14,1754913707
2025-08-11 08:02:42,Panel_9,14,296,14,1754913736
2025-08-11 08:02:42,Panel_10,14,285,14,1754913737
2025-08-11 08:02:42,Panel_12,13,296,13,1754913741
2025-08-11 08:02:42,Panel_13,13,296,13,1754913741
2025-08-11 08:02:42,Panel_15,13,296,13,1754913741
2025-08-11 08:02:42,Panel_21,15,296,15,1754913744
2025-08-11 08:02:57,Panel_2,16,296,16,1754913765
2025-08-11 08:02:57,Panel_6,12,296,12,1754913767
2025-08-11 08:02:57,Panel_7,12,278,12,1754913767
2025-08-11 08:03:42,Panel_1,11,295,11,1754913796
2025-08-11 08:03:42,Panel_3,10,279,10,1754913796
2025-08-11 08:03:42,Panel_16,12,294,12,1754913801
2025-08-11 08:03:57,Panel_14,12,241,12,1754913827
2025-08-11 08:03:57,Panel_19,14,292,14,1754913828
2025-08-11 08:05:28,Panel_5,19,297,19,1754913916
2025-08-11 08:05:28,Panel_8,20,297,20,1754913917
2025-08-11 08:05:28,Panel_20,20,297,20,1754913920
2025-08-11 08:05:58,Panel_17,10,249,10,1754913947
2025-08-11 08:06:28,Panel_4,20,297,20,1754913976
2025-08-11 08:06:58,Panel_11,12,171,12,1754914006
2025-08-11 08:06:58,Panel_18,21,297,21,1754914006
2025-08-11 08:07:29,Panel_22,18,296,18,1754914036
2025-08-11 08:07:59,Panel_9,18,296,18,1754914066
2025-08-11 08:07:59,Panel_10,18,285,18,1754914067
2025-08-11 08:07:59,Panel_12,16,296,16,1754914068
2025-08-11 08:07:59,Panel_13,17,296,17,1754914069
2025-08-11 08:07:59,Panel_15,16,296,16,1754914069
2025-08-11 08:07:59,Panel_21,19,296,19,1754914070
2025-08-11 08:08:29,Panel_2,20,296,20,1754914096
2025-08-11 08:08:29,Panel_6,15,296,15,1754914098
2025-08-11 08:08:29,Panel_7,16,278,16,1754914098
2025-08-11 08:08:59,Panel_1,14,295,14,1754914127
2025-08-11 08:08:59,Panel_3,13,279,13,1754914126
2025-08-11 08:08:59,Panel_16,16,294,16,1754914129
2025-08-11 08:09:29,Panel_14,16,241,16,1754914156
2025-08-11 08:09:29,Panel_19,18,292,18,1754914157
2025-08-11 08:11:00,Panel_5,23,297,23,1754914247
2025-08-11 08:11:00,Panel_8,24,297,24,1754914248
2025-08-11 08:11:00,Panel_20,24,297,24,1754914248
2025-08-11 08:11:30,Panel_17,12,249,12,1754914277
2025-08-11 08:12:00,Panel_4,23,297,23,1754914308
2025-08-11 08:12:30,Panel_11,14,171,14,1754914340
2025-08-11 08:12:30,Panel_18,24,297,24,1754914341
2025-08-11 08:13:15,Panel_22,20,296,20,1754914377
2025-08-11 08:13:46,Panel_9,21,296,21,1754914401
2025-08-11 08:13:46,Panel_10,20,285,20,1754914402
2025-08-11 08:13:46,Panel_12,19,296,19,1754914403
2025-08-11 08:13:46,Panel_13,20,296,20,1754914403
2025-08-11 08:13:46,Panel_15,19,296,19,1754914406
2025-08-11 08:13:46,Panel_21,22,296,22,1754914406
2025-08-11 08:14:01,Panel_2,23,296,23,1754914427
2025-08-11 08:14:01,Panel_6,18,296,18,1754914428
2025-08-11 08:14:01,Panel_7,18,278,18,1754914430
2025-08-11 08:14:31,Panel_1,17,295,17,1754914457
2025-08-11 08:14:31,Panel_3,15,279,15,1754914458
2025-08-11 08:14:31,Panel_16,18,294,18,1754914460
2025-08-11 08:15:01,Panel_14,17,241,17,1754914487
2025-08-11 08:15:01,Panel_19,20,292,20,1754914487
2025-08-11 08:16:32,Panel_5,25,297,25,1754914578
2025-08-11 08:16:32,Panel_8,26,297,26,1754914579
2025-08-11 08:16:32,Panel_20,27,297,27,1754914579
2025-08-11 08:17:02,Panel_17,13,249,13,1754914608
2025-08-11 08:17:32,Panel_4,23,297,23,1754914638
2025-08-11 08:18:03,Panel_11,13,171,14,1754914669
2025-08-11 08:18:03,Panel_18,24,297,24,1754914670
2025-08-11 08:18:33,Panel_22,20,296,20,1754914698
2025-08-11 08:19:03,Panel_9,21,296,21,1754914729
2025-08-11 08:19:03,Panel_10,19,285,20,1754914730
2025-08-11 08:19:03,Panel_12,18,296,19,1754914730
2025-08-11 08:19:03,Panel_13,19,296,20,1754914731
2025-08-11 08:19:03,Panel_15,19,296,19,1754914732
2025-08-11 08:19:03,Panel_21,21,296,22,1754914734
2025-08-11 08:19:33,Panel_2,22,296,23,1754914758
2025-08-11 08:19:33,Panel_6,17,296,18,1754914759
2025-08-11 08:19:33,Panel_7,17,278,18,1754914760
2025-08-11 08:20:03,Panel_1,16,295,17,1754914788
2025-08-11 08:20:03,Panel_3,14,279,15,1754914789
2025-08-11 08:20:03,Panel_16,17,294,18,1754914792
2025-08-11 08:20:33,Panel_14,16,241,17,1754914821
2025-08-11 08:20:33,Panel_19,19,292,20,1754914820
2025-08-11 08:22:04,Panel_5,22,297,25,1754914908
2025-08-11 08:22:04,Panel_8,23,297,26,1754914909
2025-08-11 08:22:04,Panel_20,24,297,27,1754914912
2025-08-11 08:22:34,Panel_17,11,249,13,1754914939
2025-08-11 08:23:04,Panel_4,22,297,23,1754914968
2025-08-11 08:23:35,Panel_11,13,171,14,1754915000
2025-08-11 08:23:35,Panel_18,23,297,24,1754915000
2025-08-11 08:24:05,Panel_22,19,296,20,1754915029
2025-08-11 08:24:35,Panel_9,20,296,21,1754915059
