Timestamp,SerialNumber,Watts,MaxWatts,DailyMaxWatts,LastReportDate
2025-08-09 08:16:15,Panel_1,7,295,7,1754741545
2025-08-09 08:16:15,Panel_2,9,296,9,1754741725
2025-08-09 08:16:15,Panel_3,6,279,6,1754741695
2025-08-09 08:16:15,Panel_4,10,297,10,1754741637
2025-08-09 08:16:15,Panel_5,10,297,10,1754741577
2025-08-09 08:16:15,Panel_6,6,296,6,1754741638
2025-08-09 08:16:15,Panel_7,7,278,7,1754741610
2025-08-09 08:16:15,Panel_8,10,297,10,1754741611
2025-08-09 08:16:15,Panel_9,8,296,8,1754741581
2025-08-09 08:16:15,Panel_10,8,285,8,1754741461
2025-08-09 08:16:15,Panel_11,6,171,6,1754741732
2025-08-09 08:16:15,Panel_12,7,296,7,1754741615
2025-08-09 08:16:15,Panel_13,7,296,7,1754741617
2025-08-09 08:16:15,Panel_14,7,241,7,1754741618
2025-08-09 08:16:15,Panel_15,7,296,7,1754741556
2025-08-09 08:16:15,Panel_16,8,294,8,1754741707
2025-08-09 08:16:15,Panel_17,6,249,6,1754741527
2025-08-09 08:16:15,Panel_18,10,297,10,1754741710
2025-08-09 08:16:15,Panel_19,8,292,8,1754741499
2025-08-09 08:16:15,Panel_20,11,297,11,1754741651
2025-08-09 08:16:15,Panel_21,9,296,9,1754741772
2025-08-09 08:16:15,Panel_22,8,296,8,1754741593
2025-08-09 08:16:46,Panel_10,9,285,9,1754741791
2025-08-09 08:17:31,Panel_19,8,292,8,1754741833
2025-08-09 08:17:46,Panel_17,6,249,6,1754741859
2025-08-09 08:18:16,Panel_1,7,295,7,1754741876
2025-08-09 08:18:16,Panel_15,8,296,8,1754741886
2025-08-09 08:19:02,Panel_5,10,297,10,1754741908
2025-08-09 08:19:02,Panel_9,9,296,9,1754741913
2025-08-09 08:19:02,Panel_22,8,296,8,1754741927
2025-08-09 08:19:32,Panel_7,8,278,8,1754741940
2025-08-09 08:19:32,Panel_8,10,297,10,1754741941
2025-08-09 08:19:32,Panel_12,8,296,8,1754741945
2025-08-09 08:19:32,Panel_13,8,296,8,1754741947
2025-08-09 08:19:32,Panel_14,8,241,8,1754741949
2025-08-09 08:20:02,Panel_4,10,297,10,1754741968
2025-08-09 08:20:02,Panel_6,7,296,7,1754741971
2025-08-09 08:20:02,Panel_20,11,297,11,1754741982
2025-08-09 08:20:47,Panel_3,7,279,7,1754742027
2025-08-09 08:20:47,Panel_16,8,294,8,1754742038
2025-08-09 08:20:47,Panel_18,10,297,10,1754742041
2025-08-09 08:21:17,Panel_2,10,296,10,1754742056
2025-08-09 08:21:17,Panel_11,7,171,7,1754742064
2025-08-09 08:21:48,Panel_21,10,296,10,1754742101
2025-08-09 08:22:18,Panel_10,9,285,9,1754742123
2025-08-09 08:22:48,Panel_19,9,292,9,1754742161
2025-08-09 08:23:18,Panel_17,7,249,7,1754742188
2025-08-09 08:23:48,Panel_1,7,295,7,1754742205
2025-08-09 08:23:48,Panel_15,8,296,8,1754742218
2025-08-09 08:24:19,Panel_5,10,297,10,1754742240
2025-08-09 08:24:19,Panel_9,9,296,9,1754742244
2025-08-09 08:24:19,Panel_22,9,296,9,1754742254
2025-08-09 08:24:49,Panel_7,8,278,8,1754742271
2025-08-09 08:24:49,Panel_8,11,297,11,1754742272
2025-08-09 08:24:49,Panel_12,8,296,8,1754742276
2025-08-09 08:24:49,Panel_13,8,296,8,1754742278
2025-08-09 08:24:49,Panel_14,8,241,8,1754742280
2025-08-09 08:25:19,Panel_4,10,297,10,1754742300
2025-08-09 08:25:19,Panel_6,7,296,7,1754742303
2025-08-09 08:25:19,Panel_20,11,297,11,1754742313
2025-08-09 08:26:19,Panel_3,7,279,7,1754742358
2025-08-09 08:26:19,Panel_16,8,294,8,1754742370
2025-08-09 08:26:19,Panel_18,11,297,11,1754742373
2025-08-09 08:26:49,Panel_2,10,296,10,1754742388
2025-08-09 08:26:49,Panel_11,7,171,7,1754742395
2025-08-09 08:27:20,Panel_21,10,296,10,1754742432
2025-08-09 08:27:50,Panel_10,9,285,9,1754742455
2025-08-09 08:28:20,Panel_19,9,292,9,1754742493
2025-08-09 08:28:50,Panel_17,7,249,7,1754742520
2025-08-09 08:29:20,Panel_1,7,295,7,1754742536
2025-08-09 08:29:20,Panel_15,8,296,8,1754742550
2025-08-09 08:29:50,Panel_5,11,297,11,1754742571
2025-08-09 08:29:50,Panel_9,9,296,9,1754742575
