Timestamp,Production_W,Consumption_W,Net_W,PanelTotal_W
2025-08-13 08:10:30,289,568,-279,304
2025-08-13 08:10:45,297,542,-245,304
2025-08-13 08:11:00,297,514,-217,304
2025-08-13 08:11:16,287,564,-277,304
2025-08-13 08:11:31,308,553,-245,303
2025-08-13 08:11:46,303,564,-261,303
2025-08-13 08:12:01,299,514,-214,302
2025-08-13 08:12:16,299,574,-275,302
2025-08-13 08:12:31,299,526,-227,301
2025-08-13 08:12:46,312,532,-220,301
2025-08-13 08:13:01,295,528,-233,300
2025-08-13 08:13:16,324,526,-202,300
2025-08-13 08:13:31,306,518,-212,300
2025-08-13 08:13:47,308,514,-206,300
2025-08-13 08:14:02,318,520,-202,300
2025-08-13 08:14:17,330,527,-197,300
2025-08-13 08:14:32,330,521,-191,301
2025-08-13 08:14:47,332,530,-199,302
2025-08-13 08:15:02,330,553,-223,302
2025-08-13 08:15:17,332,564,-232,302
2025-08-13 08:15:32,336,726,-390,305
2025-08-13 08:15:47,297,747,-450,305
2025-08-13 08:16:02,313,2225,-1912,305
2025-08-13 08:16:17,315,2303,-1988,305
2025-08-13 08:16:33,313,2304,-1991,305
2025-08-13 08:16:48,309,685,-376,306
2025-08-13 08:17:03,306,714,-408,306
2025-08-13 08:17:18,314,709,-395,306
2025-08-13 08:17:33,296,651,-354,308
2025-08-13 08:17:48,331,681,-350,309
2025-08-13 08:18:03,363,719,-356,309
2025-08-13 08:18:18,332,717,-385,309
2025-08-13 08:18:33,346,752,-405,312
2025-08-13 08:18:48,304,707,-403,313
2025-08-13 08:19:04,328,705,-377,313
2025-08-13 08:19:19,318,725,-407,313
2025-08-13 08:19:34,311,700,-388,317
2025-08-13 08:19:49,312,696,-384,317
2025-08-13 08:20:04,314,722,-409,323
2025-08-13 08:20:19,312,745,-433,323
2025-08-13 08:20:34,300,753,-454,323
2025-08-13 08:20:49,291,725,-434,323
2025-08-13 08:21:05,305,745,-440,324
2025-08-13 08:21:20,330,726,-396,324
2025-08-13 08:21:35,325,748,-423,324
2025-08-13 08:21:50,326,785,-459,324
2025-08-13 08:22:05,331,735,-405,324
2025-08-13 08:22:58,307,725,-419,325
2025-08-13 08:23:13,351,754,-403,325
2025-08-13 08:23:28,355,775,-419,326
2025-08-13 08:23:43,350,758,-408,326
2025-08-13 08:23:58,391,768,-377,326
2025-08-13 08:24:13,358,781,-423,326
2025-08-13 08:24:28,380,778,-398,327
2025-08-13 08:24:43,367,771,-404,327
2025-08-13 08:24:58,366,785,-419,326
2025-08-13 08:25:13,350,741,-391,326
2025-08-13 08:25:28,370,752,-381,330
2025-08-13 08:25:44,379,743,-364,330
2025-08-13 08:25:59,369,696,-327,331
2025-08-13 08:26:14,377,710,-333,331
2025-08-13 08:26:29,342,692,-350,335
2025-08-13 08:26:44,356,679,-323,335
2025-08-13 08:26:59,378,730,-352,335
2025-08-13 08:27:14,383,728,-345,335
2025-08-13 08:27:29,398,708,-309,335
2025-08-13 08:27:44,384,704,-320,335
2025-08-13 08:27:59,408,696,-288,338
2025-08-13 08:28:15,385,697,-311,338
2025-08-13 08:28:30,386,690,-304,341
2025-08-13 08:28:45,367,697,-329,341
2025-08-13 08:29:00,413,756,-343,344
2025-08-13 08:29:15,424,738,-314,344
2025-08-13 08:29:30,396,725,-328,351
2025-08-13 08:29:45,417,734,-317,351
2025-08-13 08:30:00,455,795,-340,356
2025-08-13 08:30:15,430,756,-326,356
2025-08-13 08:30:30,425,734,-309,365
2025-08-13 08:30:46,418,705,-287,365
2025-08-13 08:31:01,426,702,-275,382
2025-08-13 08:31:16,416,699,-283,382
2025-08-13 08:31:31,405,713,-307,385
2025-08-13 08:31:46,416,712,-296,385
2025-08-13 08:32:01,432,692,-261,395
2025-08-13 08:32:16,409,729,-320,395
2025-08-13 08:32:31,424,683,-259,395
